Timestamp,R_N/Lon,R_E/Lat,R_D/Hgt,accN/hMSL,accE/hAcc,accD/vAcc,PosType,PowerRx,Bearing,Roll_XZ,Pitch_YZ,cal_stat_aim,Temp
2025-09-29 18:51:18.545,-74.082871678,4.639343847,2579682.9,2575008.3,2228.4,3099.5,absPos,-59.970499376060744,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:18.652,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.80191953987001,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:18.758,-74.082871717,4.639344936,2579920.0,2575245.3,2223.6,3087.5,absPos,-60.135005218982904,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:18.864,-74.082871674,4.63934518,2579989.6,2575314.9,2222.0,3083.7,absPos,-59.96033011559174,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:18.971,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.93793035486906,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:19.079,-74.082871697,4.63934578,2580121.9,2575447.3,2218.9,3075.9,absPos,-60.19514732557138,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:19.186,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.94773471207766,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:19.291,-74.082871761,4.639346229,2580208.0,2575533.3,2215.6,3068.0,absPos,-60.03084706285293,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:19.398,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.9898652073838,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:19.506,-74.082871807,4.639346637,2580298.9,2575624.2,2212.1,3060.0,absPos,-60.01483392955305,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:19.613,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.797543572187486,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:19.720,-74.082871857,4.639347187,2580385.1,2575710.5,2206.9,3047.9,absPos,-60.04150200221253,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:19.826,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.015022195121766,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:19.932,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.02218296129773,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:20.147,-74.082871882,4.639347856,2580529.2,2575854.6,2201.6,3035.9,absPos,-59.99421259636462,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:20.361,-74.082871898,4.6393485,2580648.3,2575973.6,2198.2,3027.9,absPos,-59.8711943479439,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:20.576,-74.082871944,4.639348907,2580739.1,2576064.4,2194.8,3020.1,absPos,-59.87762241806166,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:20.682,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.801523311173064,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:20.896,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.10770764650914,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.002,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.03746621823299,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.110,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.012169360797344,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.217,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.21995621158215,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.322,-74.082872044,4.639350484,2581093.4,2576418.8,2181.6,2989.0,absPos,-59.79902413004112,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.429,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.94843754817306,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.536,-74.082872065,4.639350866,2581181.4,2576506.7,2178.3,2981.3,absPos,-60.18707725891161,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.643,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.91919130169155,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.749,-74.082872112,4.639351214,2581251.8,2576577.1,2175.1,2973.7,absPos,-60.005618281988184,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.856,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.87414818401669,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:21.964,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.98152851942196,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:22.070,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.887820946890315,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:22.177,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.01738147057209,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:22.284,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.887695850814715,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:22.391,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.891277248573516,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:22.497,-74.082872205,4.639352421,2581528.6,2576854.0,2162.4,2944.1,absPos,-60.08972530132478,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:22.603,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.64429543971988,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:22.711,-74.082872255,4.639352547,2581570.4,2576895.8,2159.3,2936.9,absPos,-60.060897351410986,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:22.817,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.024138681842636,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:22.924,-74.0828723,4.639352978,2581650.3,2576975.6,2156.3,2929.9,absPos,-59.99598804056389,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.029,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.949803906475424,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.137,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.2719591687061,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.243,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.929565757832215,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.349,-74.082872395,4.639353476,2581757.7,2577083.1,2150.5,2917.0,absPos,-59.939215206183015,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.456,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.9787758997702,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.562,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.119507720870956,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.669,-74.082872464,4.639353729,2581814.2,2577139.5,2147.0,2909.4,absPos,-60.00803181051839,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.775,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.15331931689385,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.881,-74.082872504,4.639354007,2581873.7,2577199.0,2144.5,2903.6,absPos,-59.86115907359462,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:23.988,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.05024472780189,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:24.094,-74.082872537,4.639354388,2581945.4,2577270.8,2141.7,2897.0,absPos,-60.02025757357533,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:24.201,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.20335626787694,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:24.415,-74.082872553,4.639354694,2581996.8,2577322.1,2138.9,2890.6,absPos,-59.975711090674,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:24.627,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.946124868574955,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:24.841,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.997754341261604,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:25.054,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.91760169114659,59.3,0.0,-1.0,2,25.0
